Name,tag,Length,product,locus_tag
csaB CDS,SGL_RS03940,1032,polysaccharide pyruvyl transferase CsaB,slr0688
thiamine phosphate synthase CDS,SGL_RS03970,1032,thiamine phosphate synthase,sll0635
NAD-dependent epimerase/dehydratase family protein CDS,SGL_RS05290,1032,NAD-dependent epimerase/dehydratase family protein,slr1706
diguanylate cyclase CDS,SGL_RS05600,1032,diguanylate cyclase,slr1143
extracellular solute-binding protein CDS,SGL_RS09045,1032,extracellular solute-binding protein,sll0237
dihydroorotate dehydrogenase-like protein CDS,SGL_RS16405,1032,dihydroorotate dehydrogenase-like protein,sll0744
photosynthesis system II assembly factor Ycf48 CDS,SGL_RS04525,1029,photosynthesis system II assembly factor Ycf48,slr2034
aliphatic sulfonate ABC transporter substrate-binding protein CDS,SGL_RS05575,1029,aliphatic sulfonate ABC transporter substrate-binding protein,sll1080
chlorophyll a/b binding light-harvesting protein CDS,SGL_RS08965,1029,chlorophyll a/b binding light-harvesting protein,sll0247
pyrC CDS,SGL_RS12080,1029,dihydroorotase,slr0406
cbiB CDS,SGL_RS12265,1029,adenosylcobinamide-phosphate synthase CbiB,slr1925
pdhA CDS,SGL_RS12345,1029,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,slr1934
rfbB CDS,SGL_RS15130,1029,"dTDP-glucose 4,6-dehydratase",slr0836
ABC transporter ATP-binding protein CDS,SGL_RS15390,1029,ABC transporter ATP-binding protein,sll0489
asparaginase CDS,SGL_RS15655,1029,asparaginase,sll0585
ATP-grasp domain-containing protein CDS,SGL_RS03590,1026,ATP-grasp domain-containing protein,slr1616
ABC transporter ATP-binding protein CDS,SGL_RS13110,1026,ABC transporter ATP-binding protein,sll0759
purM CDS,SGL_RS15145,1026,phosphoribosylformylglycinamidine cyclo-ligase,slr0838
Nit6803 family nitriliase CDS,SGL_RS16150,1026,Nit6803 family nitriliase,sll0784
hemF CDS,SGL_RS03345,1023,oxygen-dependent coproporphyrinogen oxidase,sll1185
galE CDS,SGL_RS03640,1023,UDP-glucose 4-epimerase GalE,slr1067
methylenetetrahydrofolate reductase CDS,SGL_RS07805,1023,methylenetetrahydrofolate reductase,slr2141
long-chain acyl-[acyl-carrier-protein] reductase CDS,SGL_RS13550,1023,long-chain acyl-[acyl-carrier-protein] reductase,sll0209
hypothetical protein CDS,SGL_RS04840,1020,hypothetical protein,sll0997
gap CDS,SGL_RS07215,1020,type I glyceraldehyde-3-phosphate dehydrogenase,slr0884
transposase CDS,SGL_RS19215,1020,transposase,
AI-2E family transporter CDS,SGL_RS13185,1020,AI-2E family transporter,slr0784
hppD CDS,SGL_RS15355,1020,4-hydroxyphenylpyruvate dioxygenase,slr0090
bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase CDS,SGL_RS16030,1020,bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase,slr0787
IS4-like element IS4Sa family transposase CDS,SGL_RS04560,1017,IS4-like element IS4Sa family transposase,slr2036
zinc ABC transporter substrate-binding protein CDS,SGL_RS04620,1017,zinc ABC transporter substrate-binding protein,slr2043
N-acetylmuramoyl-L-alanine amidase CDS,SGL_RS04730,1017,N-acetylmuramoyl-L-alanine amidase,slr1910
IS4-like element IS4Sa family transposase CDS,SGL_RS07460,1017,IS4-like element IS4Sa family transposase,sll1780
galE CDS,SGL_RS08980,1017,UDP-glucose 4-epimerase GalE,sll0244
two-component regulator propeller domain-containing protein CDS,SGL_RS09030,1017,two-component regulator propeller domain-containing protein,sll0241
IS4-like element IS4Sa family transposase CDS,SGL_RS10055,1017,IS4-like element IS4Sa family transposase,sll1255
IS4-like element IS4Sa family transposase CDS,SGL_RS11185,1017,IS4-like element IS4Sa family transposase,sll1560
IS4-like element IS4Sa family transposase CDS,SGL_RS11565,1017,IS4-like element IS4Sa family transposase,slr1635
IS4-like element IS4Sa family transposase CDS,SGL_RS12795,1017,IS4-like element IS4Sa family transposase,slr0180
aspartate-semialdehyde dehydrogenase CDS,SGL_RS16920,1017,aspartate-semialdehyde dehydrogenase,slr0549
IS4-like element IS4Sa family transposase CDS,SGL_RS17585,1017,IS4-like element IS4Sa family transposase,sll1474
permease CDS,SGL_RS03450,1014,permease,sll0932
aromatic ring-hydroxylating dioxygenase subunit alpha CDS,SGL_RS05065,1014,aromatic ring-hydroxylating dioxygenase subunit alpha,sll1297
amino acid ABC transporter substrate-binding protein CDS,SGL_RS07630,1014,amino acid ABC transporter substrate-binding protein,sll1762
trpS CDS,SGL_RS07690,1014,tryptophan--tRNA ligase,slr1884
egtD CDS,SGL_RS08260,1014,L-histidine N(alpha)-methyltransferase,slr0865
phytoene synthase CDS,SGL_RS08445,1014,phytoene synthase,slr1255
adenylate/guanylate cyclase domain-containing protein CDS,SGL_RS08610,1014,adenylate/guanylate cyclase domain-containing protein,slr1991
ABC transporter permease CDS,SGL_RS13325,1014,ABC transporter permease,sll0312
Ycf66 family protein CDS,SGL_RS15430,1014,Ycf66 family protein,slr0503
IS701 family transposase CDS,SGL_RS15685,1014,IS701 family transposase,slr0099
type I glyceraldehyde-3-phosphate dehydrogenase CDS,SGL_RS17045,1014,type I glyceraldehyde-3-phosphate dehydrogenase,sll1342
cydB CDS,SGL_RS05015,1011,cytochrome d ubiquinol oxidase subunit II,slr1380
DUF3326 domain-containing protein CDS,SGL_RS10775,1011,DUF3326 domain-containing protein,slr1287
PstS family phosphate ABC transporter substrate-binding protein CDS,SGL_RS14205,1011,PstS family phosphate ABC transporter substrate-binding protein,sll0679
arsS CDS,SGL_RS15905,1011,arsenosugar biosynthesis radical SAM protein ArsS,slr0304
sirohydrochlorin chelatase CDS,SGL_RS16520,1011,sirohydrochlorin chelatase,sll0037
NAD(P)-dependent alcohol dehydrogenase CDS,SGL_RS18190,1011,NAD(P)-dependent alcohol dehydrogenase,slr1192
polysaccharide deacetylase family protein CDS,SGL_RS07380,1008,polysaccharide deacetylase family protein,sll1306
adenylate/guanylate cyclase domain-containing protein CDS,SGL_RS08340,1008,adenylate/guanylate cyclase domain-containing protein,sll1161
hypothetical protein CDS,SGL_RS15705,1008,hypothetical protein,slr0103
alpha-E domain-containing protein CDS,SGL_RS02770,1005,alpha-E domain-containing protein,sll1039
dusA CDS,SGL_RS03475,1005,tRNA dihydrouridine(20/20a) synthase DusA,sll0926
ccsB CDS,SGL_RS04050,1005,c-type cytochrome biogenesis protein CcsB,sll1513
NAD(P)/FAD-dependent oxidoreductase CDS,SGL_RS06715,1005,NAD(P)/FAD-dependent oxidoreductase,sll1135
hypothetical protein CDS,SGL_RS07370,1005,hypothetical protein,slr1410
two-component system response regulator CDS,SGL_RS08055,1005,two-component system response regulator,sll1624
CHAD domain-containing protein CDS,SGL_RS06925,1002,CHAD domain-containing protein,slr1444
cache domain-containing protein CDS,SGL_RS07480,1002,cache domain-containing protein,slr1866
pstS CDS,SGL_RS08390,1002,phosphate ABC transporter substrate-binding protein PstS,slr1247
DUF1517 domain-containing protein CDS,SGL_RS12050,1002,DUF1517 domain-containing protein,slr0404
glycosyltransferase CDS,SGL_RS13825,1002,glycosyltransferase,sll0071
NAD(P)-dependent oxidoreductase CDS,SGL_RS14115,1002,NAD(P)-dependent oxidoreductase,sll0456
holA CDS,SGL_RS14985,1002,DNA polymerase III subunit delta,sll0544
ribose-phosphate pyrophosphokinase CDS,SGL_RS15555,1002,ribose-phosphate pyrophosphokinase,sll0469
adenosine kinase CDS,SGL_RS16690,1002,adenosine kinase,slr0537
2-hydroxyacid dehydrogenase CDS,SGL_RS17385,1002,2-hydroxyacid dehydrogenase,slr1556
ABC transporter ATP-binding protein CDS,SGL_RS02120,999,ABC transporter ATP-binding protein,slr1113
cytochrome c oxidase subunit II CDS,SGL_RS05540,999,cytochrome c oxidase subunit II,slr1136
permease CDS,SGL_RS06490,999,permease,slr1547
EAL domain-containing protein CDS,SGL_RS11260,999,EAL domain-containing protein,slr1692
phosphoribulokinase CDS,SGL_RS11625,999,phosphoribulokinase,sll1525
DnaJ C-terminal domain-containing protein CDS,SGL_RS15370,999,DnaJ C-terminal domain-containing protein,slr0093
iron-siderophore ABC transporter substrate-binding protein CDS,SGL_RS02035,996,iron-siderophore ABC transporter substrate-binding protein,slr1492
alpha/beta hydrolase CDS,SGL_RS03910,996,alpha/beta hydrolase,sll0644
alpha/beta fold hydrolase CDS,SGL_RS06240,996,alpha/beta fold hydrolase,slr1827
pentapeptide repeat-containing protein CDS,SGL_RS07970,996,pentapeptide repeat-containing protein,slr1819
succinate dehydrogenase/fumarate reductase iron-sulfur subunit CDS,SGL_RS08045,996,succinate dehydrogenase/fumarate reductase iron-sulfur subunit,sll1625
pyrB CDS,SGL_RS10555,996,aspartate carbamoyltransferase,slr1476
pentapeptide repeat-containing protein CDS,SGL_RS10895,996,pentapeptide repeat-containing protein,slr1152
glycosyltransferase CDS,SGL_RS12440,996,glycosyltransferase,slr1943
hypothetical protein CDS,SGL_RS13315,996,hypothetical protein,slr0355
pheS CDS,SGL_RS14135,996,phenylalanine--tRNA ligase subunit alpha,sll0454
ilvC CDS,SGL_RS17215,996,ketol-acid reductoisomerase,sll1363
toll/interleukin-1 receptor domain-containing protein CDS,SGL_RS17295,996,toll/interleukin-1 receptor domain-containing protein,slr0658
phaE CDS,SGL_RS06265,993,class III poly(R)-hydroxyalkanoic acid synthase subunit PhaE,slr1829
metal ABC transporter substrate-binding protein CDS,SGL_RS08820,993,metal ABC transporter substrate-binding protein,sll1598
aldo/keto reductase CDS,SGL_RS09255,993,aldo/keto reductase,slr1503
beta-ketoacyl-ACP synthase III CDS,SGL_RS09325,993,beta-ketoacyl-ACP synthase III,slr1511
glycosyltransferase CDS,SGL_RS09540,993,glycosyltransferase,slr2120
tilS CDS,SGL_RS10715,993,tRNA lysidine(34) synthetase TilS,slr1278
DMT family transporter CDS,SGL_RS12065,993,DMT family transporter,sll0355
fmt CDS,SGL_RS13995,993,methionyl-tRNA formyltransferase,slr0070
DMT family transporter CDS,SGL_RS02735,990,DMT family transporter,sll1319
phosphotransferase CDS,SGL_RS06315,990,phosphotransferase,sll1726
hypothetical protein CDS,SGL_RS07335,990,hypothetical protein,sll1315
isoaspartyl peptidase/L-asparaginase CDS,SGL_RS11775,990,isoaspartyl peptidase/L-asparaginase,sll0422
ABC transporter substrate-binding protein CDS,SGL_RS15515,990,ABC transporter substrate-binding protein,sll0473
Gfo/Idh/MocA family oxidoreductase CDS,SGL_RS02995,987,Gfo/Idh/MocA family oxidoreductase,slr1784
PhoH family protein CDS,SGL_RS04645,987,PhoH family protein,slr2047
S1 RNA-binding domain-containing protein CDS,SGL_RS07010,987,S1 RNA-binding domain-containing protein,slr1356
petA CDS,SGL_RS07315,987,apocytochrome f,sll1317
pstC CDS,SGL_RS08395,987,phosphate ABC transporter permease subunit PstC,slr1248
glutaminase CDS,SGL_RS09060,984,glutaminase,slr2079
hemB CDS,SGL_RS09590,984,porphobilinogen synthase,sll1994
RluA family pseudouridine synthase CDS,SGL_RS11530,984,RluA family pseudouridine synthase,slr1629
ROK family protein CDS,SGL_RS12595,984,ROK family protein,slr0329
moaA CDS,SGL_RS14790,984,"GTP 3',8-cyclase MoaA",slr0901
class I SAM-dependent methyltransferase CDS,SGL_RS18310,984,class I SAM-dependent methyltransferase,sll0564
AraC family transcriptional regulator CDS,SGL_RS01955,981,AraC family transcriptional regulator,sll1205
metallophosphoesterase CDS,SGL_RS02615,981,metallophosphoesterase,sll0222
ATP-binding cassette domain-containing protein CDS,SGL_RS05900,981,ATP-binding cassette domain-containing protein,slr1901
WD40 repeat domain-containing protein CDS,SGL_RS07365,981,WD40 repeat domain-containing protein,slr1409
ABC transporter permease CDS,SGL_RS07570,981,ABC transporter permease,sll1768
LmbP protein CDS,SGL_RS08230,981,LmbP protein,slr0862
NAD(P)H-binding protein CDS,SGL_RS12020,981,NAD(P)H-binding protein,slr0399
S-methyl-5'-thioadenosine phosphorylase CDS,SGL_RS12240,981,S-methyl-5'-thioadenosine phosphorylase,sll0135
accD CDS,SGL_RS12910,981,"acetyl-CoA carboxylase, carboxyltransferase subunit beta",sll0336
undecaprenyl-diphosphate phosphatase CDS,SGL_RS13530,981,undecaprenyl-diphosphate phosphatase,sll0210
ribonuclease Z CDS,SGL_RS13815,981,ribonuclease Z,slr0050
hypothetical protein CDS,SGL_RS16790,981,hypothetical protein,sll0494
accA CDS,SGL_RS17700,981,acetyl-CoA carboxylase carboxyl transferase subunit alpha,sll0728
NAD(P)/FAD-dependent oxidoreductase CDS,SGL_RS18325,981,NAD(P)/FAD-dependent oxidoreductase,slr0600
cysteine synthase A CDS,SGL_RS02310,978,cysteine synthase A,sll0712
zinc ribbon domain-containing protein CDS,SGL_RS09010,978,zinc ribbon domain-containing protein,slr0272
vitamin K epoxide reductase family protein CDS,SGL_RS14950,978,vitamin K epoxide reductase family protein,slr0565
alpha-ketoacid dehydrogenase subunit beta CDS,SGL_RS06345,975,alpha-ketoacid dehydrogenase subunit beta,sll1721
chlG CDS,SGL_RS13885,975,chlorophyll synthase ChlG,slr0056
mdh CDS,SGL_RS14885,975,malate dehydrogenase,sll0891
hypothetical protein CDS,SGL_RS02355,972,hypothetical protein,slr0727
thiO CDS,SGL_RS19980,>972,glycine oxidase ThiO,
sugar ABC transporter permease CDS,SGL_RS16645,972,sugar ABC transporter permease,slr0530
GAF domain-containing protein CDS,SGL_RS05055,969,GAF domain-containing protein,slr1385
LysM peptidoglycan-binding domain-containing protein CDS,SGL_RS20035,>969,LysM peptidoglycan-binding domain-containing protein,
protochlorophyllide reductase CDS,SGL_RS15440,969,protochlorophyllide reductase,slr0506
arsM CDS,SGL_RS15900,969,arsenosugar biosynthesis arsenite methyltransferase ArsM,slr0303
sll0787 family AIR synthase-like protein CDS,SGL_RS16135,969,sll0787 family AIR synthase-like protein,sll0787
lysylphosphatidylglycerol synthase domain-containing protein CDS,SGL_RS16340,969,lysylphosphatidylglycerol synthase domain-containing protein,slr0712
sucrase ferredoxin CDS,SGL_RS01965,966,sucrase ferredoxin,sll1203
SPFH domain-containing protein CDS,SGL_RS02275,966,SPFH domain-containing protein,slr1128
carbon-nitrogen hydrolase family protein CDS,SGL_RS04400,966,carbon-nitrogen hydrolase family protein,sll1640
DUF362 domain-containing protein CDS,SGL_RS07900,966,DUF362 domain-containing protein,sll1697
S-layer homology domain-containing protein CDS,SGL_RS08650,966,S-layer homology domain-containing protein,slr2000
septal ring lytic transglycosylase RlpA family protein CDS,SGL_RS14495,966,septal ring lytic transglycosylase RlpA family protein,slr0423
hypothetical protein CDS,SGL_RS15945,966,hypothetical protein,sll0282
"GDP-mannose 4,6-dehydratase CDS",SGL_RS03665,963,"GDP-mannose 4,6-dehydratase",slr1072
gshB CDS,SGL_RS06800,963,glutathione synthase,slr1238
hemC CDS,SGL_RS07710,963,hydroxymethylbilane synthase,slr1887
pentapeptide repeat-containing protein CDS,SGL_RS10795,963,pentapeptide repeat-containing protein,sll1446
hypothetical protein CDS,SGL_RS11175,963,hypothetical protein,slr1681
tetratricopeptide repeat protein CDS,SGL_RS12140,963,tetratricopeptide repeat protein,slr0151
menC CDS,SGL_RS13720,963,o-succinylbenzoate synthase,sll0409
DNA polymerase III subunit delta' CDS,SGL_RS11805,960,DNA polymerase III subunit delta',slr0446
glutathione S-transferase family protein CDS,SGL_RS18355,960,glutathione S-transferase family protein,slr0605
AraC family transcriptional regulator CDS,SGL_RS02020,957,AraC family transcriptional regulator,slr1489
glycosyltransferase family 2 protein CDS,SGL_RS06550,957,glycosyltransferase family 2 protein,sll1457
"RNA polymerase sigma factor, RpoD/SigA family CDS",SGL_RS07740,957,"RNA polymerase sigma factor, RpoD/SigA family",sll2012
phosphoglycerate dehydrogenase CDS,SGL_RS09555,957,phosphoglycerate dehydrogenase,slr2123
aldo/keto reductase CDS,SGL_RS11340,957,aldo/keto reductase,slr0942
"2-methyl-6-phytyl-1,4-hydroquinone methyltransferase CDS",SGL_RS11800,957,"2-methyl-6-phytyl-1,4-hydroquinone methyltransferase",sll0418
amino acid ABC transporter substrate-binding protein CDS,SGL_RS13190,957,amino acid ABC transporter substrate-binding protein,slr0341
acyl-CoA desaturase CDS,SGL_RS15040,957,acyl-CoA desaturase,sll0541
mechanosensitive ion channel family protein CDS,SGL_RS15765,957,mechanosensitive ion channel family protein,slr0109
YihY/virulence factor BrkB family protein CDS,SGL_RS15830,957,YihY/virulence factor BrkB family protein,slr0119
gtrB CDS,SGL_RS16725,957,glycosyltransferase GtrB,sll0501
nadA CDS,SGL_RS17340,957,quinolinate synthase NadA,sll0622
RluA family pseudouridine synthase CDS,SGL_RS04000,954,RluA family pseudouridine synthase,slr1592
NAD(P)H-dependent glycerol-3-phosphate dehydrogenase CDS,SGL_RS04330,954,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,slr1755
PRC-barrel domain-containing protein CDS,SGL_RS06650,954,PRC-barrel domain-containing protein,slr1220
orange carotenoid protein N-terminal domain-containing protein CDS,SGL_RS10230,954,orange carotenoid protein N-terminal domain-containing protein,slr1963
stage II sporulation protein M CDS,SGL_RS10575,954,stage II sporulation protein M,slr1478
pstC CDS,SGL_RS14195,954,phosphate ABC transporter permease subunit PstC,sll0681
murB CDS,SGL_RS17055,954,UDP-N-acetylmuramate dehydrogenase,slr1424
glycosyltransferase family 9 protein CDS,SGL_RS18365,954,glycosyltransferase family 9 protein,slr0606
LysR family transcriptional regulator CDS,SGL_RS08845,951,LysR family transcriptional regulator,sll1594
hypothetical protein CDS,SGL_RS09015,951,hypothetical protein,slr0273
heme o synthase CDS,SGL_RS10195,951,heme o synthase,sll1899
iron-siderophore ABC transporter substrate-binding protein CDS,SGL_RS01945,948,iron-siderophore ABC transporter substrate-binding protein,slr1319
ispE CDS,SGL_RS02315,948,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,sll0711
PleD family two-component system response regulator CDS,SGL_RS04350,948,PleD family two-component system response regulator,slr1760
era CDS,SGL_RS12545,948,GTPase Era,slr0321
secF CDS,SGL_RS13055,948,protein translocase subunit SecF,slr0775
hypothetical protein CDS,SGL_RS13855,948,hypothetical protein,sll0066
F0F1 ATP synthase subunit gamma CDS,SGL_RS02670,945,F0F1 ATP synthase subunit gamma,sll1327
MoxR family ATPase CDS,SGL_RS02725,945,MoxR family ATPase,slr1416
PhzF family phenazine biosynthesis protein CDS,SGL_RS04830,945,PhzF family phenazine biosynthesis protein,slr1019
DNA-directed RNA polymerase subunit alpha CDS,SGL_RS05735,945,DNA-directed RNA polymerase subunit alpha,sll1818
J domain-containing protein CDS,SGL_RS10520,945,J domain-containing protein,sll1384
hypothetical protein CDS,SGL_RS10980,945,hypothetical protein,slr1162
Sll0314/Alr1548 family TPR repeat-containing protein CDS,SGL_RS13285,945,Sll0314/Alr1548 family TPR repeat-containing protein,sll0314
aldo/keto reductase CDS,SGL_RS16765,945,aldo/keto reductase,slr0545
