,Seconds,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
126:23:07,2690,44.83333333,0.669,0.515,0.565
126:23:08,2691,44.85,0.669,0.515,0.564
126:23:09,2692,44.86666667,0.67,0.515,0.564
126:23:10,2693,44.88333333,0.669,0.515,0.563
126:23:11,2694,44.9,0.668,0.514,0.563
126:23:12,2695,44.91666667,0.668,0.515,0.563
126:23:13,2696,44.93333333,0.669,0.515,0.563
126:23:14,2697,44.95,0.67,0.515,0.563
126:23:15,2698,44.96666667,0.668,0.514,0.562
126:23:16,2699,44.98333333,0.668,0.515,0.563
126:23:17,2700,45,0.667,0.514,0.563
126:23:18,2701,45.01666667,0.669,0.515,0.563
126:23:19,2702,45.03333333,0.669,0.514,0.562
126:23:20,2703,45.05,0.668,0.514,0.562
126:23:21,2704,45.06666667,0.666,0.514,0.562
126:23:22,2705,45.08333333,0.667,0.514,0.563
126:23:23,2706,45.1,0.668,0.514,0.562
126:23:24,2707,45.11666667,0.669,0.514,0.562
126:23:25,2708,45.13333333,0.667,0.514,0.561
126:23:26,2709,45.15,0.667,0.514,0.562
126:23:27,2710,45.16666667,0.667,0.514,0.561
126:23:28,2711,45.18333333,0.668,0.513,0.561
126:23:29,2712,45.2,0.668,0.514,0.561
126:23:30,2713,45.21666667,0.667,0.513,0.56
126:23:31,2714,45.23333333,0.667,0.514,0.561
126:23:32,2715,45.25,0.667,0.514,0.561
126:23:33,2716,45.26666667,0.668,0.514,0.561
126:23:34,2717,45.28333333,0.667,0.514,0.561
126:23:35,2718,45.3,0.667,0.515,0.561
126:23:36,2719,45.31666667,0.666,0.514,0.561
126:23:37,2720,45.33333333,0.666,0.515,0.562
126:23:38,2721,45.35,0.666,0.514,0.561
126:23:39,2722,45.36666667,0.668,0.514,0.561
126:23:40,2723,45.38333333,0.666,0.513,0.561
126:23:41,2724,45.4,0.666,0.514,0.561
126:23:42,2725,45.41666667,0.666,0.513,0.561
126:23:43,2726,45.43333333,0.667,0.513,0.561
126:23:44,2727,45.45,0.667,0.513,0.56
126:23:45,2728,45.46666667,0.666,0.513,0.561
126:23:46,2729,45.48333333,0.666,0.513,0.561
126:23:47,2730,45.5,0.666,0.513,0.561
126:23:48,2731,45.51666667,0.667,0.514,0.561
126:23:49,2732,45.53333333,0.666,0.514,0.56
126:23:50,2733,45.55,0.665,0.514,0.561
126:23:51,2734,45.56666667,0.665,0.514,0.561
126:23:52,2735,45.58333333,0.667,0.515,0.561
126:23:53,2736,45.6,0.666,0.514,0.56
126:23:54,2737,45.61666667,0.666,0.514,0.561
126:23:55,2738,45.63333333,0.664,0.514,0.561
126:23:56,2739,45.65,0.666,0.514,0.561
126:23:57,2740,45.66666667,0.666,0.513,0.56
126:23:58,2741,45.68333333,0.666,0.514,0.561
126:23:59,2742,45.7,0.665,0.513,0.56
126:24:00,2743,45.71666667,0.665,0.513,0.56
126:24:01,2744,45.73333333,0.665,0.513,0.559
126:24:02,2745,45.75,0.666,0.513,0.559
126:24:03,2746,45.76666667,0.665,0.512,0.559
126:24:04,2747,45.78333333,0.664,0.512,0.559
126:24:05,2748,45.8,0.664,0.513,0.559
126:24:06,2749,45.81666667,0.665,0.513,0.559
126:24:07,2750,45.83333333,0.665,0.513,0.559
126:24:08,2751,45.85,0.664,0.512,0.558
126:24:09,2752,45.86666667,0.664,0.512,0.558
126:24:10,2753,45.88333333,0.663,0.512,0.558
126:24:11,2754,45.9,0.665,0.512,0.558
126:24:12,2755,45.91666667,0.665,0.512,0.558
126:24:13,2756,45.93333333,0.665,0.512,0.558
126:24:14,2757,45.95,0.662,0.512,0.557
126:24:15,2758,45.96666667,0.663,0.512,0.558
126:24:16,2759,45.98333333,0.663,0.512,0.557
126:24:17,2760,46,0.665,0.512,0.558
126:24:18,2761,46.01666667,0.663,0.512,0.557
126:24:19,2762,46.03333333,0.663,0.513,0.558
126:24:20,2763,46.05,0.663,0.513,0.558
126:24:21,2764,46.06666667,0.664,0.514,0.559
126:24:22,2765,46.08333333,0.664,0.514,0.559
126:24:23,2766,46.1,0.664,0.514,0.559
126:24:24,2767,46.11666667,0.663,0.513,0.559
126:24:25,2768,46.13333333,0.663,0.513,0.559
126:24:26,2769,46.15,0.664,0.513,0.559
126:24:27,2770,46.16666667,0.664,0.513,0.558
126:24:28,2771,46.18333333,0.663,0.513,0.559
126:24:29,2772,46.2,0.662,0.513,0.559
126:24:30,2773,46.21666667,0.664,0.513,0.559
126:24:31,2774,46.23333333,0.663,0.513,0.558
126:24:32,2775,46.25,0.663,0.513,0.558
126:24:33,2776,46.26666667,0.662,0.513,0.557
126:24:34,2777,46.28333333,0.662,0.514,0.559
126:24:35,2778,46.3,0.662,0.514,0.557
126:24:36,2779,46.31666667,0.663,0.514,0.558
126:24:37,2780,46.33333333,0.662,0.514,0.557
126:24:38,2781,46.35,0.661,0.514,0.557
126:24:39,2782,46.36666667,0.661,0.514,0.557
126:24:40,2783,46.38333333,0.662,0.514,0.558
126:24:41,2784,46.4,0.663,0.514,0.557
126:24:42,2785,46.41666667,0.662,0.514,0.557
126:24:43,2786,46.43333333,0.661,0.514,0.557
126:24:44,2787,46.45,0.66,0.514,0.557
126:24:45,2788,46.46666667,0.662,0.514,0.557
126:24:46,2789,46.48333333,0.662,0.513,0.556
126:24:47,2790,46.5,0.662,0.514,0.557
126:24:48,2791,46.51666667,0.661,0.513,0.556
126:24:49,2792,46.53333333,0.661,0.513,0.557
126:24:50,2793,46.55,0.661,0.513,0.556
126:24:51,2794,46.56666667,0.662,0.513,0.557
126:24:52,2795,46.58333333,0.661,0.513,0.555
126:24:53,2796,46.6,0.661,0.513,0.556
126:24:54,2797,46.61666667,0.66,0.513,0.556
126:24:55,2798,46.63333333,0.661,0.513,0.556
126:24:56,2799,46.65,0.661,0.513,0.555
126:24:57,2800,46.66666667,0.661,0.513,0.555
126:24:58,2801,46.68333333,0.661,0.513,0.555
126:24:59,2802,46.7,0.66,0.513,0.555
126:25:00,2803,46.71666667,0.661,0.513,0.554
126:25:01,2804,46.73333333,0.661,0.513,0.555
126:25:02,2805,46.75,0.661,0.513,0.555
126:25:03,2806,46.76666667,0.66,0.513,0.554
126:25:04,2807,46.78333333,0.66,0.513,0.555
126:25:05,2808,46.8,0.66,0.513,0.554
126:25:06,2809,46.81666667,0.661,0.513,0.555
126:25:07,2810,46.83333333,0.66,0.512,0.554
126:25:08,2811,46.85,0.659,0.513,0.555
126:25:09,2812,46.86666667,0.659,0.513,0.554
126:25:10,2813,46.88333333,0.66,0.513,0.555
126:25:11,2814,46.9,0.66,0.513,0.553
126:25:12,2815,46.91666667,0.659,0.513,0.554
126:25:13,2816,46.93333333,0.659,0.513,0.554
126:25:14,2817,46.95,0.659,0.513,0.554
126:25:15,2818,46.96666667,0.66,0.513,0.554
126:25:16,2819,46.98333333,0.66,0.513,0.554
126:25:17,2820,47,0.66,0.513,0.554
126:25:18,2821,47.01666667,0.659,0.513,0.554
126:25:19,2822,47.03333333,0.659,0.513,0.554
126:25:20,2823,47.05,0.659,0.513,0.554
126:25:21,2824,47.06666667,0.66,0.514,0.554
126:25:22,2825,47.08333333,0.659,0.513,0.553
126:25:23,2826,47.1,0.659,0.513,0.554
126:25:24,2827,47.11666667,0.658,0.513,0.554
126:25:25,2828,47.13333333,0.659,0.513,0.555
126:25:26,2829,47.15,0.659,0.513,0.554
126:25:27,2830,47.16666667,0.659,0.513,0.554
126:25:28,2831,47.18333333,0.658,0.514,0.554
126:25:29,2832,47.2,0.658,0.514,0.554
126:25:30,2833,47.21666667,0.658,0.514,0.554
126:25:31,2834,47.23333333,0.659,0.514,0.555
126:25:32,2835,47.25,0.658,0.514,0.554
126:25:33,2836,47.26666667,0.658,0.514,0.554
126:25:34,2837,47.28333333,0.658,0.514,0.555
126:25:35,2838,47.3,0.658,0.514,0.554
126:25:36,2839,47.31666667,0.659,0.513,0.554
126:25:37,2840,47.33333333,0.659,0.513,0.554
126:25:38,2841,47.35,0.658,0.513,0.555
126:25:39,2842,47.36666667,0.657,0.512,0.554
126:25:40,2843,47.38333333,0.658,0.513,0.555
126:25:41,2844,47.4,0.658,0.513,0.554
126:25:42,2845,47.41666667,0.658,0.513,0.554
126:25:43,2846,47.43333333,0.657,0.513,0.554
126:25:44,2847,47.45,0.657,0.513,0.554
126:25:45,2848,47.46666667,0.656,0.513,0.554
126:25:46,2849,47.48333333,0.658,0.512,0.555
126:25:47,2850,47.5,0.658,0.512,0.554
126:25:48,2851,47.51666667,0.657,0.512,0.554
126:25:49,2852,47.53333333,0.656,0.512,0.554
126:25:50,2853,47.55,0.657,0.512,0.554
126:25:51,2854,47.56666667,0.657,0.512,0.554
126:25:52,2855,47.58333333,0.657,0.512,0.553
126:25:53,2856,47.6,0.657,0.512,0.554
126:25:54,2857,47.61666667,0.656,0.512,0.554
126:25:55,2858,47.63333333,0.657,0.512,0.553
126:25:56,2859,47.65,0.657,0.512,0.553
126:25:57,2860,47.66666667,0.657,0.512,0.553
126:25:58,2861,47.68333333,0.656,0.512,0.552
126:25:59,2862,47.7,0.656,0.512,0.554
126:26:00,2863,47.71666667,0.656,0.512,0.553
126:26:01,2864,47.73333333,0.657,0.512,0.554
126:26:02,2865,47.75,0.656,0.512,0.552
126:26:03,2866,47.76666667,0.656,0.512,0.554
126:26:04,2867,47.78333333,0.655,0.511,0.553
126:26:05,2868,47.8,0.656,0.512,0.554
126:26:06,2869,47.81666667,0.656,0.512,0.553
126:26:07,2870,47.83333333,0.656,0.511,0.553
126:26:08,2871,47.85,0.655,0.511,0.553
126:26:09,2872,47.86666667,0.655,0.511,0.553
126:26:10,2873,47.88333333,0.656,0.512,0.553
126:26:11,2874,47.9,0.656,0.511,0.553
126:26:12,2875,47.91666667,0.655,0.511,0.553
126:26:13,2876,47.93333333,0.654,0.511,0.552
126:26:14,2877,47.95,0.654,0.511,0.553
126:26:15,2878,47.96666667,0.654,0.511,0.551
126:26:16,2879,47.98333333,0.655,0.511,0.551
126:26:17,2880,48,0.653,0.51,0.55
126:26:18,2881,48.01666667,0.653,0.511,0.551
126:26:19,2882,48.03333333,0.653,0.511,0.55
126:26:20,2883,48.05,0.654,0.511,0.551
126:26:21,2884,48.06666667,0.654,0.511,0.549
126:26:22,2885,48.08333333,0.654,0.511,0.55
126:26:23,2886,48.1,0.652,0.511,0.55
126:26:24,2887,48.11666667,0.653,0.512,0.551
126:26:25,2888,48.13333333,0.654,0.511,0.551
126:26:26,2889,48.15,0.654,0.511,0.551
126:26:27,2890,48.16666667,0.653,0.511,0.551
126:26:28,2891,48.18333333,0.653,0.511,0.551
126:26:29,2892,48.2,0.654,0.511,0.551
126:26:30,2893,48.21666667,0.654,0.511,0.551
126:26:31,2894,48.23333333,0.653,0.512,0.551
126:26:32,2895,48.25,0.652,0.511,0.551
126:26:33,2896,48.26666667,0.652,0.512,0.552
126:26:34,2897,48.28333333,0.653,0.511,0.551
126:26:35,2898,48.3,0.653,0.511,0.552
126:26:36,2899,48.31666667,0.653,0.511,0.55
126:26:37,2900,48.33333333,0.652,0.511,0.551
126:26:38,2901,48.35,0.651,0.511,0.551
126:26:39,2902,48.36666667,0.653,0.511,0.552
126:26:40,2903,48.38333333,0.652,0.511,0.551
126:26:41,2904,48.4,0.652,0.511,0.551
126:26:42,2905,48.41666667,0.651,0.511,0.55
126:26:43,2906,48.43333333,0.652,0.511,0.551
126:26:44,2907,48.45,0.652,0.511,0.55
126:26:45,2908,48.46666667,0.653,0.511,0.55
126:26:46,2909,48.48333333,0.652,0.51,0.55
126:26:47,2910,48.5,0.651,0.51,0.55
126:26:48,2911,48.51666667,0.651,0.511,0.55
126:26:49,2912,48.53333333,0.652,0.51,0.549
126:26:50,2913,48.55,0.652,0.511,0.55
126:26:51,2914,48.56666667,0.651,0.51,0.549
126:26:52,2915,48.58333333,0.65,0.511,0.549
126:26:53,2916,48.6,0.65,0.51,0.549
126:26:54,2917,48.61666667,0.652,0.511,0.55
126:26:55,2918,48.63333333,0.652,0.51,0.548
126:26:56,2919,48.65,0.652,0.51,0.549
126:26:57,2920,48.66666667,0.65,0.51,0.548
126:26:58,2921,48.68333333,0.651,0.51,0.55
126:26:59,2922,48.7,0.651,0.51,0.549
126:27:00,2923,48.71666667,0.651,0.51,0.549
126:27:01,2924,48.73333333,0.65,0.51,0.548
126:27:02,2925,48.75,0.649,0.51,0.549
126:27:03,2926,48.76666667,0.65,0.51,0.549
126:27:04,2927,48.78333333,0.651,0.51,0.549
126:27:05,2928,48.8,0.65,0.511,0.549
126:27:06,2929,48.81666667,0.649,0.511,0.549
126:27:07,2930,48.83333333,0.65,0.511,0.549
126:27:08,2931,48.85,0.65,0.511,0.548
126:27:09,2932,48.86666667,0.65,0.511,0.548
126:27:10,2933,48.88333333,0.649,0.511,0.547
126:27:11,2934,48.9,0.649,0.511,0.548
126:27:12,2935,48.91666667,0.649,0.51,0.547
126:27:13,2936,48.93333333,0.65,0.51,0.548
126:27:14,2937,48.95,0.649,0.51,0.547
126:27:15,2938,48.96666667,0.649,0.51,0.548
126:27:16,2939,48.98333333,0.649,0.51,0.548
126:27:17,2940,49,0.65,0.51,0.548
126:27:18,2941,49.01666667,0.649,0.51,0.547
126:27:19,2942,49.03333333,0.648,0.51,0.547
126:27:20,2943,49.05,0.649,0.51,0.548
126:27:21,2944,49.06666667,0.65,0.51,0.548
126:27:22,2945,49.08333333,0.65,0.511,0.547
126:27:23,2946,49.1,0.649,0.51,0.547
126:27:24,2947,49.11666667,0.649,0.511,0.547
126:27:25,2948,49.13333333,0.649,0.51,0.546
126:27:26,2949,49.15,0.65,0.511,0.547
126:27:27,2950,49.16666667,0.648,0.51,0.546
126:27:28,2951,49.18333333,0.648,0.511,0.547
126:27:29,2952,49.2,0.648,0.51,0.546
126:27:30,2953,49.21666667,0.649,0.511,0.547
126:27:31,2954,49.23333333,0.648,0.51,0.546
126:27:32,2955,49.25,0.648,0.51,0.546
126:27:33,2956,49.26666667,0.647,0.51,0.546
126:27:34,2957,49.28333333,0.649,0.51,0.547
126:27:35,2958,49.3,0.648,0.51,0.546
126:27:36,2959,49.31666667,0.648,0.51,0.546
126:27:37,2960,49.33333333,0.648,0.51,0.546
126:27:38,2961,49.35,0.648,0.51,0.546
126:27:39,2962,49.36666667,0.649,0.51,0.546
126:27:40,2963,49.38333333,0.648,0.51,0.546
126:27:41,2964,49.4,0.648,0.51,0.546
126:27:42,2965,49.41666667,0.647,0.51,0.546
126:27:43,2966,49.43333333,0.648,0.51,0.546
126:27:44,2967,49.45,0.647,0.509,0.545
126:27:45,2968,49.46666667,0.647,0.51,0.545
126:27:46,2969,49.48333333,0.646,0.509,0.544
126:27:47,2970,49.5,0.648,0.51,0.545
126:27:48,2971,49.51666667,0.648,0.51,0.544
126:27:49,2972,49.53333333,0.647,0.51,0.545
126:27:50,2973,49.55,0.646,0.51,0.544
126:27:51,2974,49.56666667,0.648,0.511,0.544
126:27:52,2975,49.58333333,0.648,0.51,0.543
126:27:53,2976,49.6,0.648,0.51,0.543
126:27:54,2977,49.61666667,0.647,0.51,0.542
126:27:55,2978,49.63333333,0.647,0.51,0.542
126:27:56,2979,49.65,0.647,0.51,0.542
126:27:57,2980,49.66666667,0.648,0.51,0.542
126:27:58,2981,49.68333333,0.647,0.51,0.542
126:27:59,2982,49.7,0.646,0.509,0.542
126:28:00,2983,49.71666667,0.647,0.51,0.543
126:28:01,2984,49.73333333,0.647,0.51,0.544
126:28:02,2985,49.75,0.647,0.51,0.544
126:28:03,2986,49.76666667,0.646,0.51,0.543
126:28:04,2987,49.78333333,0.647,0.51,0.545
126:28:05,2988,49.8,0.647,0.51,0.544
126:28:06,2989,49.81666667,0.647,0.51,0.545
126:28:07,2990,49.83333333,0.646,0.51,0.544
126:28:08,2991,49.85,0.646,0.51,0.545
126:28:09,2992,49.86666667,0.646,0.51,0.544
126:28:10,2993,49.88333333,0.647,0.511,0.545
126:28:11,2994,49.9,0.646,0.511,0.544
126:28:12,2995,49.91666667,0.646,0.511,0.545
126:28:13,2996,49.93333333,0.647,0.511,0.544
126:28:14,2997,49.95,0.647,0.511,0.545
126:28:15,2998,49.96666667,0.647,0.511,0.544
126:28:16,2999,49.98333333,0.646,0.51,0.544
126:28:17,3000,50,0.646,0.511,0.545
126:28:18,3001,50.01666667,0.646,0.511,0.544
126:28:19,3002,50.03333333,0.647,0.511,0.544
126:28:20,3003,50.05,0.645,0.511,0.544
126:28:21,3004,50.06666667,0.646,0.511,0.545
126:28:22,3005,50.08333333,0.646,0.511,0.544
126:28:23,3006,50.1,0.647,0.511,0.544
126:28:24,3007,50.11666667,0.645,0.511,0.544
126:28:25,3008,50.13333333,0.646,0.511,0.545
126:28:26,3009,50.15,0.646,0.511,0.544
126:28:27,3010,50.16666667,0.646,0.51,0.544
126:28:28,3011,50.18333333,0.645,0.51,0.543
126:28:29,3012,50.2,0.646,0.511,0.544
126:28:30,3013,50.21666667,0.646,0.511,0.544
126:28:31,3014,50.23333333,0.646,0.511,0.544
126:28:32,3015,50.25,0.645,0.511,0.544
126:28:33,3016,50.26666667,0.645,0.511,0.543
126:28:34,3017,50.28333333,0.646,0.511,0.543
126:28:35,3018,50.3,0.645,0.511,0.542
126:28:36,3019,50.31666667,0.645,0.511,0.542
126:28:37,3020,50.33333333,0.645,0.511,0.542
126:28:38,3021,50.35,0.646,0.511,0.542
126:28:39,3022,50.36666667,0.645,0.51,0.541
126:28:40,3023,50.38333333,0.645,0.511,0.541
126:28:41,3024,50.4,0.645,0.511,0.541
126:28:42,3025,50.41666667,0.646,0.511,0.542
126:28:43,3026,50.43333333,0.645,0.51,0.541
126:28:44,3027,50.45,0.644,0.511,0.542
126:28:45,3028,50.46666667,0.645,0.511,0.542
126:28:46,3029,50.48333333,0.646,0.511,0.542
126:28:47,3030,50.5,0.645,0.511,0.542
126:28:48,3031,50.51666667,0.644,0.511,0.543
126:28:49,3032,50.53333333,0.645,0.512,0.542
126:28:50,3033,50.55,0.645,0.512,0.543
126:28:51,3034,50.56666667,0.645,0.512,0.543
126:28:52,3035,50.58333333,0.644,0.512,0.542
126:28:53,3036,50.6,0.645,0.512,0.543
126:28:54,3037,50.61666667,0.645,0.512,0.542
126:28:55,3038,50.63333333,0.645,0.512,0.542
126:28:56,3039,50.65,0.643,0.511,0.542
126:28:57,3040,50.66666667,0.644,0.512,0.543
126:28:58,3041,50.68333333,0.645,0.511,0.542
126:28:59,3042,50.7,0.645,0.512,0.542
126:29:00,3043,50.71666667,0.644,0.511,0.542
126:29:01,3044,50.73333333,0.644,0.511,0.543
126:29:02,3045,50.75,0.645,0.511,0.542
126:29:03,3046,50.76666667,0.645,0.511,0.542
126:29:04,3047,50.78333333,0.643,0.511,0.541
126:29:05,3048,50.8,0.644,0.511,0.542
126:29:06,3049,50.81666667,0.645,0.512,0.541
126:29:07,3050,50.83333333,0.644,0.511,0.541
126:29:08,3051,50.85,0.644,0.511,0.542
126:29:09,3052,50.86666667,0.644,0.511,0.542
126:29:10,3053,50.88333333,0.645,0.512,0.542
126:29:11,3054,50.9,0.644,0.511,0.541
126:29:12,3055,50.91666667,0.644,0.512,0.542
126:29:13,3056,50.93333333,0.643,0.512,0.541
126:29:14,3057,50.95,0.645,0.512,0.542
126:29:15,3058,50.96666667,0.644,0.512,0.541
126:29:16,3059,50.98333333,0.644,0.512,0.541
126:29:17,3060,51,0.643,0.512,0.541
126:29:18,3061,51.01666667,0.644,0.512,0.541
126:29:19,3062,51.03333333,0.644,0.511,0.54
126:29:20,3063,51.05,0.644,0.512,0.541
126:29:21,3064,51.06666667,0.643,0.511,0.54
126:29:22,3065,51.08333333,0.644,0.511,0.541
126:29:23,3066,51.1,0.644,0.512,0.541
126:29:24,3067,51.11666667,0.644,0.511,0.541
126:29:25,3068,51.13333333,0.643,0.511,0.541
126:29:26,3069,51.15,0.643,0.512,0.541
126:29:27,3070,51.16666667,0.644,0.512,0.541
126:29:28,3071,51.18333333,0.644,0.511,0.541
126:29:29,3072,51.2,0.643,0.512,0.541
126:29:30,3073,51.21666667,0.642,0.511,0.54
126:29:31,3074,51.23333333,0.643,0.512,0.541
126:29:32,3075,51.25,0.643,0.512,0.54
126:29:33,3076,51.26666667,0.644,0.512,0.541
126:29:34,3077,51.28333333,0.643,0.512,0.54
126:29:35,3078,51.3,0.643,0.513,0.541
126:29:36,3079,51.31666667,0.643,0.512,0.54
126:29:37,3080,51.33333333,0.644,0.512,0.541
126:29:38,3081,51.35,0.642,0.512,0.54
126:29:39,3082,51.36666667,0.643,0.512,0.54
126:29:40,3083,51.38333333,0.643,0.513,0.54
126:29:41,3084,51.4,0.644,0.513,0.541
126:29:42,3085,51.41666667,0.643,0.513,0.54
126:29:43,3086,51.43333333,0.642,0.512,0.54
126:29:44,3087,51.45,0.643,0.513,0.54
126:29:45,3088,51.46666667,0.643,0.513,0.54
126:29:46,3089,51.48333333,0.643,0.513,0.54
126:29:47,3090,51.5,0.642,0.512,0.539
126:29:48,3091,51.51666667,0.642,0.513,0.54
126:29:49,3092,51.53333333,0.642,0.512,0.539
126:29:50,3093,51.55,0.643,0.513,0.54
126:29:51,3094,51.56666667,0.642,0.512,0.539
126:29:52,3095,51.58333333,0.642,0.513,0.54
126:29:53,3096,51.6,0.641,0.513,0.54
126:29:54,3097,51.61666667,0.643,0.513,0.54
126:29:55,3098,51.63333333,0.643,0.513,0.539
126:29:56,3099,51.65,0.642,0.513,0.54
126:29:57,3100,51.66666667,0.641,0.513,0.539
126:29:58,3101,51.68333333,0.642,0.513,0.54
126:29:59,3102,51.7,0.643,0.513,0.539
126:30:00,3103,51.71666667,0.642,0.513,0.539
126:30:01,3104,51.73333333,0.641,0.513,0.539
126:30:02,3105,51.75,0.641,0.513,0.539
126:30:03,3106,51.76666667,0.643,0.513,0.539
126:30:04,3107,51.78333333,0.642,0.513,0.538
126:30:05,3108,51.8,0.642,0.513,0.539
126:30:06,3109,51.81666667,0.64,0.513,0.538
126:30:07,3110,51.83333333,0.642,0.513,0.539
126:30:08,3111,51.85,0.642,0.513,0.538
126:30:09,3112,51.86666667,0.642,0.513,0.538
126:30:10,3113,51.88333333,0.64,0.513,0.537
126:30:11,3114,51.9,0.641,0.513,0.538
126:30:12,3115,51.91666667,0.641,0.513,0.537
126:30:13,3116,51.93333333,0.642,0.513,0.538
126:30:14,3117,51.95,0.641,0.513,0.537
126:30:15,3118,51.96666667,0.641,0.513,0.538
126:30:16,3119,51.98333333,0.641,0.514,0.538
126:30:17,3120,52,0.642,0.513,0.539
126:30:18,3121,52.01666667,0.641,0.513,0.538
126:30:19,3122,52.03333333,0.64,0.513,0.538
126:30:20,3123,52.05,0.64,0.513,0.538
126:30:21,3124,52.06666667,0.641,0.513,0.538
126:30:22,3125,52.08333333,0.641,0.513,0.538
126:30:23,3126,52.1,0.64,0.513,0.537
126:30:24,3127,52.11666667,0.64,0.513,0.539
126:30:25,3128,52.13333333,0.641,0.513,0.537
126:30:26,3129,52.15,0.641,0.513,0.538
126:30:27,3130,52.16666667,0.64,0.513,0.537
126:30:28,3131,52.18333333,0.64,0.514,0.538
126:30:29,3132,52.2,0.641,0.513,0.537
126:30:30,3133,52.21666667,0.642,0.514,0.537
126:30:31,3134,52.23333333,0.64,0.513,0.537
126:30:32,3135,52.25,0.64,0.514,0.538
126:30:33,3136,52.26666667,0.64,0.514,0.537
126:30:34,3137,52.28333333,0.641,0.514,0.537
126:30:35,3138,52.3,0.64,0.514,0.536
126:30:36,3139,52.31666667,0.64,0.514,0.536
126:30:37,3140,52.33333333,0.641,0.514,0.536
126:30:38,3141,52.35,0.641,0.513,0.535
126:30:39,3142,52.36666667,0.64,0.513,0.536
126:30:40,3143,52.38333333,0.639,0.513,0.536
126:30:41,3144,52.4,0.641,0.513,0.536
126:30:42,3145,52.41666667,0.64,0.513,0.535
126:30:43,3146,52.43333333,0.639,0.513,0.536
126:30:44,3147,52.45,0.639,0.513,0.535
126:30:45,3148,52.46666667,0.64,0.514,0.536
126:30:46,3149,52.48333333,0.64,0.513,0.535
126:30:47,3150,52.5,0.639,0.513,0.536
126:30:48,3151,52.51666667,0.64,0.513,0.536
126:30:49,3152,52.53333333,0.641,0.514,0.536
126:30:50,3153,52.55,0.64,0.514,0.535
126:30:51,3154,52.56666667,0.639,0.514,0.535
126:30:52,3155,52.58333333,0.639,0.514,0.535
126:30:53,3156,52.6,0.64,0.513,0.535
126:30:54,3157,52.61666667,0.639,0.514,0.535
126:30:55,3158,52.63333333,0.638,0.513,0.535
126:30:56,3159,52.65,0.639,0.514,0.535
126:30:57,3160,52.66666667,0.64,0.513,0.535
126:30:58,3161,52.68333333,0.64,0.514,0.535
126:30:59,3162,52.7,0.638,0.513,0.534
126:31:00,3163,52.71666667,0.639,0.514,0.535
126:31:01,3164,52.73333333,0.639,0.514,0.535
126:31:02,3165,52.75,0.639,0.514,0.535
126:31:03,3166,52.76666667,0.638,0.514,0.535
126:31:04,3167,52.78333333,0.639,0.514,0.536
126:31:05,3168,52.8,0.64,0.514,0.535
126:31:06,3169,52.81666667,0.639,0.514,0.536
126:31:07,3170,52.83333333,0.638,0.514,0.535
126:31:08,3171,52.85,0.639,0.514,0.535
126:31:09,3172,52.86666667,0.639,0.514,0.535
126:31:10,3173,52.88333333,0.639,0.514,0.535
126:31:11,3174,52.9,0.638,0.514,0.535
126:31:12,3175,52.91666667,0.638,0.514,0.535
126:31:13,3176,52.93333333,0.64,0.514,0.535
126:31:14,3177,52.95,0.639,0.514,0.535
126:31:15,3178,52.96666667,0.638,0.514,0.535
126:31:16,3179,52.98333333,0.638,0.514,0.535
126:31:17,3180,53,0.64,0.514,0.536
126:31:18,3181,53.01666667,0.639,0.514,0.534
126:31:19,3182,53.03333333,0.639,0.514,0.535
126:31:20,3183,53.05,0.638,0.514,0.535
126:31:21,3184,53.06666667,0.64,0.515,0.536
126:31:22,3185,53.08333333,0.638,0.514,0.534
126:31:23,3186,53.1,0.638,0.515,0.535
126:31:24,3187,53.11666667,0.638,0.514,0.534
126:31:25,3188,53.13333333,0.639,0.515,0.535
126:31:26,3189,53.15,0.638,0.514,0.534
126:31:27,3190,53.16666667,0.638,0.514,0.535
126:31:28,3191,53.18333333,0.639,0.515,0.534
126:31:29,3192,53.2,0.639,0.515,0.535
126:31:30,3193,53.21666667,0.638,0.515,0.535
